SatCatId,ObjectName,LaunchYear,OrbitalPeriod,LaunchMass,StatusCode,Inclination,Status,UcsData,OrbitClassEstimated,LaunchSiteCountry,Owner,UseType,LaunchVehicleClass,Purpose
5397,OV1-21,1971,101.54,-1.0,UNK,87.63,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
5398,RIGIDSPHERE 2 (LCS 4),1971,100.18,-1.0,+,87.62,Active,0,LEO,USA,USA,Unknown,Unknown,Unknown
5435,EOLE 1 (CAS-A),1971,98.65,-1.0,UNK,50.14,Inactive,0,LEO,USA,France,Unknown,Unknown,Unknown
5485,SHINSEI (MS-F2),1971,113.01,-1.0,-,32.06,Inactive,0,LEO,Japan,Japan,Unknown,Unknown,Unknown
5547,COSMOS 444,1971,114.09,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5548,COSMOS 445,1971,114.45,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5549,COSMOS 446,1971,114.79,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5550,COSMOS 447,1971,115.14,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5551,COSMOS 448,1971,115.5,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5552,COSMOS 449,1971,116.25,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5553,COSMOS 450,1971,115.88,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5554,COSMOS 451,1971,116.66,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5557,OPS 4311 (DMSP 5B F1),1971,100.81,-1.0,-,99.02,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
5560,ASTEX 1,1971,99.27,-1.0,UNK,92.71,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
5580,PROSPERO (BLACK ARROW),1971,102.79,-1.0,UNK,82.04,Inactive,0,LEO,Australia,UK,Unknown,Unknown,Unknown
5587,OPS 9431 (DSCS 2-1),1971,1435.94,-1.0,-,2.19,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
5588,OPS 9432 (DSCS 2-2),1971,1435.98,-1.0,-,2.15,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
5614,COSMOS 457,1971,109.41,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5678,OPS 7898 (P/L 1),1971,104.79,-1.0,UNK,69.99,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
5680,OPS 7898 (P/L 2),1971,104.75,-1.0,UNK,69.99,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
5681,OPS 7898 (P/L 3),1971,104.76,-1.0,UNK,69.99,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
5682,OPS 7898 (P/L 4),1971,104.76,-1.0,UNK,69.99,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
5683,COSMOS 465,1971,104.78,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5705,COSMOS 468,1971,100.23,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5709,INTELSAT 4-F3,1971,1445.42,-1.0,-,6.97,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
5721,COSMOS 469,1971,104.64,-1.0,UNK,64.49,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
5729,AUREOLE 1,1971,103.07,-1.0,UNK,73.95,Inactive,0,LEO,Russia,France,Unknown,Unknown,Unknown
5731,METEOR 1-10,1971,101.99,-1.0,UNK,81.26,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5775,INTELSAT 4-F4,1972,1442.31,-1.0,-,7.3,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
5846,COSMOS 475,1972,104.62,-1.0,UNK,74.05,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5851,OPS 1570 (DSP 3),1972,1443.28,-1.0,UNK,0.23,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
5903,OPS 5058 (DMSP 5B F2),1972,101.03,-1.0,-,99.12,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
5905,COSMOS 480,1972,109.1,-1.0,UNK,82.97,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5917,METEOR 1-11,1972,102.18,-1.0,UNK,81.23,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6019,COSMOS 489,1972,104.64,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6052,INTELSAT 4-F5,1972,1438.25,-1.0,-,6.31,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
6059,COSMOS 494,1972,100.25,-1.0,UNK,74.05,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6079,METEOR 1-12,1972,102.6,-1.0,UNK,81.23,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6117,COSMOS 504,1972,113.96,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6118,COSMOS 505,1972,114.3,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6119,COSMOS 506,1972,114.63,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6120,COSMOS 507,1972,114.96,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6121,COSMOS 508,1972,115.3,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6122,COSMOS 509,1972,115.66,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6123,COSMOS 510,1972,116.03,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6124,COSMOS 511,1972,116.42,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6126,LANDSAT 1 (ERTS 1),1972,103.02,-1.0,-,99.36,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
6148,COSMOS 514,1972,104.19,-1.0,UNK,82.96,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6153,OAO 3 (COPERNICUS),1972,98.64,-1.0,UNK,35.01,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
6154,COSMOS 516,1972,104.51,-1.0,UNK,64.81,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
6173,TRIAD 1,1972,99.15,-1.0,UNK,90.01,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
6192,COSMOS 520,1972,715.18,-1.0,UNK,71.76,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6197,EXPLORER 47 (IMP-7),1972,18272.83,-1.0,UNK,48.4,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
6206,COSMOS 521,1972,104.92,-1.0,UNK,65.83,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6217,OPS 8180 (STP RADSAT),1972,97.92,-1.0,UNK,98.62,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
6235,NOAA 2 (ITOS-D),1972,114.91,-1.0,-,102.02,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
6236,OSCAR 6 (AO-6),1972,114.91,-1.0,-,102.01,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
6256,METEOR 1-13,1972,102.17,-1.0,UNK,81.27,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6262,COSMOS 528,1972,114.14,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6264,COSMOS 529,1972,114.54,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6265,COSMOS 530,1972,113.77,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6266,COSMOS 531,1972,114.76,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6267,COSMOS 532,1972,113.41,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6268,COSMOS 533,1972,113.6,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6269,COSMOS 534,1972,113.95,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6270,COSMOS 535,1972,114.34,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6275,OPS 7323 (DMSP 5B F3),1972,100.72,-1.0,-,98.51,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
6278,ANIK A1 (TELESAT 1),1972,1457.04,-1.0,-,6.77,Inactive,0,GSO,USA,Canada,Unknown,Unknown,Unknown
6305,NIMBUS 5,1972,107.12,-1.0,-,99.82,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
6317,OPS 9390,1972,1435.37,-1.0,UNK,9.59,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
6319,COSMOS 539,1972,112.9,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6323,COSMOS 540,1972,100.18,-1.0,UNK,74.08,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6350,COSMOS 546,1973,94.19,-1.0,UNK,50.63,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6380,OPS 6063,1973,1436.04,-1.0,UNK,0.94,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
6392,METEOR 1-14,1973,102.27,-1.0,UNK,81.23,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6437,ANIK A2 (TELESAT 2),1973,1443.0,-1.0,-,7.48,Inactive,0,GSO,USA,Canada,Unknown,Unknown,Unknown
6659,METEOR 1-15,1973,102.09,-1.0,UNK,81.19,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6675,COSMOS 564,1973,114.59,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6676,COSMOS 565,1973,115.3,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6677,COSMOS 566,1973,115.04,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6678,COSMOS 567,1973,114.82,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6679,COSMOS 568,1973,114.38,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6680,COSMOS 569,1973,114.18,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6681,COSMOS 570,1973,113.97,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6682,COSMOS 571,1973,113.75,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6691,OPS 6157 (DSP 4),1973,1442.56,-1.0,UNK,1.42,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
6707,COSMOS 574,1973,104.93,-1.0,UNK,82.95,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6787,OPS 8364 (DMSP 5B F4),1973,100.45,-1.0,-,98.59,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
6791,OPS 7724,1973,717.57,-1.0,UNK,62.41,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
6796,INTELSAT 4-F7,1973,1452.37,-1.0,-,7.78,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
6822,OPS 8314 (2),1972,114.68,-1.0,UNK,95.64,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
6825,COSMOS 585,1973,113.54,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6828,COSMOS 586,1973,104.7,-1.0,UNK,82.94,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6845,COSMOS 588,1973,115.33,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6846,COSMOS 589,1973,114.9,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6847,COSMOS 590,1973,115.1,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6848,COSMOS 591,1973,114.13,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6849,COSMOS 592,1973,113.93,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6850,COSMOS 593,1973,114.31,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6851,COSMOS 594,1973,114.5,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6852,COSMOS 595,1973,114.7,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6893,EXPLORER 50 (IMP-8),1973,17381.24,-1.0,-,9.07,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
6909,NNSS 20 (TRANSIT 20),1973,105.0,-1.0,UNK,89.85,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
6916,COSMOS 606,1973,717.11,-1.0,UNK,72.74,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6920,NOAA 3,1973,116.09,-1.0,-,102.29,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
6938,OPS 6630 (2),1973,114.54,-1.0,UNK,96.93,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
6965,COSMOS 614,1973,100.0,-1.0,UNK,74.05,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6973,OPS 9433 (DSCS 2-3),1973,1474.55,-1.0,-,5.71,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
6974,OPS 9434 (DSCS 2-4),1973,1476.64,-1.0,-,5.29,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
6985,COSMOS 617,1973,113.97,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6986,COSMOS 618,1973,115.21,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6987,COSMOS 619,1973,114.99,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6988,COSMOS 620,1973,115.45,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6989,COSMOS 621,1973,114.77,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6990,COSMOS 622,1973,114.37,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6991,COSMOS 623,1973,114.56,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
6992,COSMOS 624,1973,114.17,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7003,AUREOLE 2,1973,93.32,-1.0,UNK,73.9,Inactive,0,LEO,Russia,France,Unknown,Unknown,Unknown
7005,COSMOS 626,1973,103.93,-1.0,UNK,65.44,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
7008,COSMOS 627,1973,104.88,-1.0,UNK,82.95,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7094,COSMOS 628,1974,104.66,-1.0,UNK,82.96,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7209,METEOR 1-16,1974,101.8,-1.0,UNK,81.22,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7213,MIRANDA (X-4),1974,99.6,-1.0,UNK,97.83,Inactive,0,LEO,USA,UK,Unknown,Unknown,Unknown
7218,OPS 8579 (DMSP 5B F5),1974,100.56,-1.0,-,98.99,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
7229,COSMOS 637,1974,1428.86,-1.0,UNK,1.43,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
7244,OPS 4547,1974,100.57,-1.0,UNK,94.6,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
7250,WESTAR 1,1974,1441.46,-1.0,UNK,7.65,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
7265,COSMOS 641,1974,114.53,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7266,COSMOS 642,1974,113.76,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7267,COSMOS 643,1974,114.14,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7268,COSMOS 644,1974,113.95,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7269,COSMOS 645,1974,114.33,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7270,COSMOS 646,1974,114.74,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7271,COSMOS 647,1974,114.94,-1.0,UNK,74.01,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7272,COSMOS 648,1974,115.17,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7274,METEOR 1-17,1974,102.21,-1.0,UNK,81.21,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7276,MOLNIYA 2-9,1974,587.53,-1.0,UNK,64.39,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7281,COSMOS 650,1974,113.42,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7291,COSMOS 651,1974,103.37,-1.0,UNK,64.97,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
7297,COSMOS 654,1974,104.38,-1.0,UNK,64.95,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
7298,SMS 1,1974,1460.23,-1.0,UNK,4.73,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
7318,ATS 6,1974,1412.05,-1.0,-,2.52,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
7337,COSMOS 660,1974,98.35,-1.0,UNK,82.93,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7349,COSMOS 663,1974,104.66,-1.0,UNK,82.95,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7363,METEOR 1-18,1974,102.84,-1.0,UNK,81.23,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7369,OPS 7518 (NTS 1),1974,468.73,-1.0,UNK,124.75,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
7376,MOLNIYA 2-10,1974,716.6,-1.0,UNK,65.44,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7392,MOLNIYA 1-S,1974,1435.17,-1.0,UNK,1.97,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
7411,OPS 6983 (DMSP 5B F6),1974,100.73,-1.0,-,98.53,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
7424,COSMOS 675,1974,113.64,-1.0,UNK,74.06,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7433,COSMOS 676,1974,100.46,-1.0,UNK,74.05,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7435,COSMOS 677,1974,114.47,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7436,COSMOS 678,1974,115.96,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7437,COSMOS 679,1974,115.72,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7438,COSMOS 680,1974,115.51,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
7439,COSMOS 681,1974,115.29,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
