SatCatId,ObjectName,LaunchYear,Status,StatusCode,OrbitClass,LaunchMass,UcsData,OrbitalPeriod,LaunchSiteCountry,Owner,UseType,Purpose,LaunchVehicleClass,TLE1,TLE2
13378,COSMOS 1391,1982,Inactive,UNK,LEO,-1.0,0,115.07,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 13378U 82073D   22110.76885541 -.00000028  00000+0 -79781-4 0  9999,2 13378  74.0115 126.7879 0021233 216.4101 318.5214 12.51398662815874
13379,COSMOS 1392,1982,Inactive,UNK,LEO,-1.0,0,115.26,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 13379U 82073E   22111.20831277  .00000005  00000+0  14005-3 0  9997,2 13379  74.0161 199.9974 0009999 298.6247  86.8897 12.49355386499224
13380,COSMOS 1393,1982,Inactive,UNK,LEO,-1.0,0,115.46,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 13380U 82073F   22110.72646113 -.00000020  00000+0 -26741-4 0  9998,2 13380  74.0123 276.7642 0008009 116.0805 255.7617 12.47231560809816
13381,COSMOS 1394,1982,Inactive,UNK,LEO,-1.0,0,115.65,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 13381U 82073G   22110.44611091 -.00000004  00000+0  83130-4 0  9991,2 13381  74.0174 351.2256 0014106 261.9822 270.4720 12.45159233806783
13382,COSMOS 1395,1982,Inactive,UNK,LEO,-1.0,0,115.86,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 13382U 82073H   22110.35420817 -.00000015  00000+0  68002-5 0  9990,2 13382  74.0144  74.5783 0026804 348.2834 165.0661 12.42833977803401
21574,ERS-1,1991,Inactive,-,LEO,-1.0,0,100.15,French Guiana,ESA,Unknown,Unknown,Unknown,1 21574U 91050A   22110.66243687  .00000168  00000+0  70038-4 0  9998,2 21574  98.6930  78.8028 0034083  89.6670 270.8422 14.37882482611711
21575,UOSAT 5 (UO-22),1991,Inactive,-,LEO,-1.0,0,99.93,French Guiana,UK,Unknown,Unknown,Unknown,1 21575U 91050B   22110.88132632  .00000146  00000+0  59092-4 0  9993,2 21575  98.5345 175.6015 0008330  65.4089 294.7967 14.41026499615788
21576,ORBCOMM-X,1991,Inactive,-,LEO,-1.0,0,99.88,French Guiana,ORBCOMM,Unknown,Unknown,Unknown,1 21576U 91050C   22111.14408207  .00000229  00000+0  83617-4 0  9990,2 21576  98.4856 177.1382 0004815  69.7448 290.4258 14.41739946616122
21577,TUBSAT A,1991,Inactive,-,LEO,-1.0,0,100.03,French Guiana,Germany,Unknown,Unknown,Unknown,1 21577U 91050D   22110.43095303  .00000094  00000+0  44475-4 0  9990,2 21577  98.5643 175.0241 0007221 125.6353 234.5508 14.39548589614808
21578,SARA,1991,Inactive,UNK,LEO,-1.0,0,99.0,French Guiana,France,Unknown,Unknown,Unknown,1 21578U 91050E   22110.93591497  .00000589  00000+0  14881-3 0  9997,2 21578  98.3056 162.6791 0002974 168.1029 318.0055 14.54516855625286
5204,OPS 3811 (DSP 2),1971,Inactive,-,GEO,-1.0,0,1466.95,USA,USA,Unknown,Unknown,Unknown,1 05204U 71039A   22111.11432059  .00000002  00000+0  00000+0 0  9993,2 05204   3.6940 288.4706 0017756 346.6025  44.3937  0.98157951 10389
5210,COSMOS 411,1971,Inactive,UNK,LEO,-1.0,0,113.84,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 05210U 71041A   22110.69347407  .00000005  00000+0  11205-3 0  9993,2 05210  74.0163 199.4948 0111944 172.3469 261.9018 12.64955064352848
5211,COSMOS 412,1971,Inactive,UNK,LEO,-1.0,0,116.14,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 05211U 71041B   22110.88450414 -.00000015  00000+0  24453-5 0  9991,2 05211  74.0128 285.2784 0035293 170.5871 259.4465 12.39853009545379
5212,COSMOS 413,1971,Inactive,UNK,LEO,-1.0,0,115.77,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 05212U 71041C   22111.13498119 -.00000023  00000+0 -53607-4 0  9997,2 05212  74.0119 103.5325 0022196 289.2262 140.8769 12.43821221313934
5213,COSMOS 414,1971,Inactive,UNK,LEO,-1.0,0,115.1,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 05213U 71041D   22111.17050656 -.00000025  00000+0 -57172-4 0  9995,2 05213  74.0120 128.0465 0043051 205.2027 219.7099 12.51112637327462
5214,COSMOS 415,1971,Inactive,UNK,LEO,-1.0,0,115.43,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 05214U 71041E   22110.82210178 -.00000020  00000+0 -28064-4 0  9997,2 05214  74.0129 296.8838 0031445  62.8335 297.5914 12.47463002320332
5215,COSMOS 416,1971,Inactive,UNK,LEO,-1.0,0,114.46,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 05215U 71041F   22110.90333213 -.00000013  00000+0  21832-4 0  9990,2 05215  74.0146 165.6665 0077501 188.3551 345.6518 12.58032567339841
5216,COSMOS 417,1971,Inactive,UNK,LEO,-1.0,0,114.16,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 05216U 71041G   22110.49653229  .00000002  00000+0  10067-3 0  9991,2 05216  74.0190   7.1081 0095476   6.9665 166.5020 12.61413207346265
5217,COSMOS 418,1971,Inactive,UNK,LEO,-1.0,0,114.78,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 05217U 71041H   22111.10463817 -.00000011  00000+0  29158-4 0  9996,2 05217  74.0154 328.2937 0059801  17.1757 101.0835 12.54544310333784
5238,COSMOS 422,1971,Inactive,UNK,LEO,-1.0,0,104.95,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 05238U 71046A   22111.20233384  .00000006  00000+0  30978-4 0  9994,2 05238  74.0188 162.6177 0013791 104.8681 311.4541 13.72119517549472
13431,ANIK D1 (TELESAT 6),1982,Inactive,-,GEO,-1.0,0,1438.44,USA,Canada,Unknown,Unknown,Unknown,1 13431U 82082A   22110.78385108  .00000100  00000+0  00000+0 0  9997,2 13431  13.8921 344.3327 0005074   8.6560 349.1555  1.00114367 78409
21653,INTELSAT 605 (IS-605),1991,Inactive,-,GEO,-1.0,0,1449.8,French Guiana,INTELSAT,Unknown,Unknown,Unknown,1 21653U 91055A   22110.40506083  .00000060  00000+0  00000+0 0  9993,2 21653  12.0298  27.8793 0003929  40.2670 164.2712  0.99323042111849
21655,METEOR 3-5,1991,Inactive,UNK,LEO,-1.0,0,109.33,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21655U 91056A   22111.15606877 -.00000127  00000+0 -36095-3 0  9994,2 21655  82.5527 132.0882 0012883 339.7929  20.2682 13.17101725475125
21666,COSMOS 2154,1991,Inactive,UNK,LEO,-1.0,0,104.85,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21666U 91059A   22111.15865316  .00000041  00000+0  27946-4 0  9993,2 21666  82.9065 156.6373 0026459 111.4954 302.7785 13.73351554536749
21668,YURI-3B (BS-3B),1991,Inactive,-,GEO,-1.0,0,1457.62,Japan,Japan,Unknown,Unknown,Unknown,1 21668U 91060A   22110.37780980 -.00000031  00000+0  00000+0 0  9990,2 21668  13.3965   6.5691 0008417  86.2590 105.1267  0.98790600114309
13492,KIKU-4 (ETS-III),1982,Inactive,-,LEO,-1.0,0,105.03,Japan,Japan,Unknown,Unknown,Unknown,1 13492U 82087A   22110.82696499 -.00000060  00000+0  63659-4 0  9992,2 13492  44.6161 302.4291 0011188 346.0122  29.0192 13.71029957984223
21688,IRS-1B,1991,Inactive,-,LEO,-1.0,0,103.05,Kazakhstan,India,Unknown,Unknown,Unknown,1 21688U 91061A   22110.68353873 -.00000070  00000+0 -17332-4 0  9999,2 21688  99.2581  70.2061 0024582 174.1724 359.4441 13.97404986456370
21702,COSMOS 2155,1991,Inactive,-,GEO,-1.0,0,1435.01,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 21702U 91064A   22110.90662243 -.00000360  00000+0  00000+0 0  9998,2 21702  14.3638 350.8444 0003883  53.5653 258.5454  1.00341065112115
46282,FLOCK 4V-9,2020,Inactive,-,LEO,4.0,1,95.19,French Guiana,USA,Commercial,Earth Observation,Vega,1 46282U 20061L   22110.47901544  .00010019  00000+0  56927-3 0  9993,2 46282  97.4505 181.8930 0004882 104.2440 255.9333 15.13086572 89725
21706,MOLNIYA 3-41,1991,Inactive,UNK,MEO,-1.0,0,704.7,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21706U 91065A   22110.66084986 -.00000867  00000+0  00000+0 0  9990,2 21706  64.1063 172.2454 6789276 256.6131  25.0172  2.04360840225689
38101,COSMOS 2479,2012,Inactive,-,GEO,-1.0,0,1434.45,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 38101U 12012A   22110.85197476 -.00000354  00000+0  00000+0 0  9993,2 38101   5.3365  68.9310 0003668 282.2758 271.0399  1.00380527 36850
21726,ANIK E1,1991,Inactive,-,GEO,-1.0,0,1451.93,French Guiana,Canada,Unknown,Unknown,Unknown,1 21726U 91067A   22110.62585730 -.00000314  00000+0  00000+0 0  9990,2 21726  12.9114  23.2160 0009803 327.1858 222.6877  0.99179090102232
21728,COSMOS 2157,1991,Inactive,UNK,LEO,-1.0,0,114.0,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21728U 91068A   22110.55868748  .00000036  00000+0  14002-3 0  9999,2 21728  82.5829 208.2994 0004246   5.6888 354.4251 12.63192373408970
21729,COSMOS 2158,1991,Inactive,UNK,LEO,-1.0,0,113.92,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21729U 91068B   22110.55028127  .00000032  00000+0  11748-3 0  9999,2 21729  82.5880 202.4777 0003988 256.9815 114.6274 12.64006193409850
21730,COSMOS 2159,1991,Inactive,UNK,LEO,-1.0,0,113.75,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21730U 91068C   22111.21875698  .00000021  00000+0  54729-4 0  9993,2 21730  82.5854 174.9498 0014892 136.1961 279.3361 12.65984540412372
21731,COSMOS 2160,1991,Inactive,UNK,LEO,-1.0,0,113.87,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21731U 91068D   22110.48864745  .00000024  00000+0  73359-4 0  9996,2 21731  82.5906 196.5252 0008110 218.5854 152.0642 12.64644470410563
21732,COSMOS 2161,1991,Inactive,UNK,LEO,-1.0,0,113.81,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21732U 91068E   22110.45527468  .00000030  00000+0  10239-3 0  9996,2 21732  82.5795 179.4615 0011012 185.4291 186.0376 12.65217643411207
21733,COSMOS 2162,1991,Inactive,UNK,LEO,-1.0,0,114.07,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21733U 91068F   22110.62434689  .00000035  00000+0  13729-3 0  9990,2 21733  82.5906 227.3532 0007515  66.7191 304.2978 12.62387262408330
13552,COSMOS 1408,1982,Inactive,UNK,LEO,-1.0,0,93.97,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 13552U 82092A   22111.16152758  .00006097  00000+0  19128-3 0  9994,2 13552  82.5718 326.2631 0025469 312.7570  47.1528 15.32503428167186
13554,EKRAN 9,1982,Inactive,-,GEO,-1.0,0,1437.03,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 13554U 82093A   22111.11388449 -.00000019  00000+0  00000+0 0  9994,2 13554  10.4320 312.9501 0024035 337.7241  26.3889  1.00208310104761
21759,GORIZONT 24,1991,Inactive,-,GEO,-1.0,0,1462.79,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 21759U 91074A   22110.43639914 -.00000203  00000+0  00000+0 0  9994,2 21759  14.9902 354.6514 0015708 221.6200 329.3699  0.98445384110001
21765,INTELSAT 601 (IS-601),1991,Inactive,-,GEO,-1.0,0,1445.92,French Guiana,INTELSAT,Unknown,Unknown,Unknown,1 21765U 91075A   22110.95680464 -.00000148  00000+0  00000+0 0  9993,2 21765  11.8997  27.1290 0005126  11.8739 153.1858  0.99595301111197
21779,COSMOS 2165,1991,Inactive,UNK,LEO,-1.0,0,113.85,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21779U 91077A   22110.76026023  .00000008  00000+0 -16791-4 0  9998,2 21779  82.6017 122.0764 0009375 274.6134 259.0169 12.64859587405023
21780,COSMOS 2166,1991,Inactive,UNK,LEO,-1.0,0,113.98,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21780U 91077B   22111.12813515  .00000005  00000+0 -30510-4 0  9993,2 21780  82.5955 134.2498 0003836  25.7028  36.2316 12.63388922403720
5397,OV1-21,1971,Inactive,UNK,LEO,-1.0,0,101.58,USA,USA,Unknown,Unknown,Unknown,1 05397U 71067B   22110.72251103  .00000114  00000+0  45986-4 0  9993,2 05397  87.6234 120.0653 0083136  21.3749 339.0877 14.17563017619288
13589,COSMOS 1410,1982,Inactive,UNK,LEO,-1.0,0,115.91,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 13589U 82096A   22110.86352003  .00000005  00000+0 -37654-4 0  9998,2 13589  82.6075 321.6707 0006826  31.9487 339.1487 12.42316754795423
21781,COSMOS 2167,1991,Inactive,UNK,LEO,-1.0,0,113.9,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21781U 91077C   22110.78160447  .00000012  00000+0  48800-5 0  9993,2 21781  82.6012 129.5843 0005936 302.7413 231.1531 12.64225677404078
21782,COSMOS 2168,1991,Inactive,UNK,LEO,-1.0,0,113.79,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21782U 91077D   22110.74754926  .00000003  00000+0 -39561-4 0  9995,2 21782  82.5920 105.1026 0012548 244.9857 288.5296 12.65474672405735
21783,COSMOS 2169,1991,Inactive,UNK,LEO,-1.0,0,113.72,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21783U 91077E   22110.69556240  .00000017  00000+0  34284-4 0  9990,2 21783  82.5989 101.2483 0017429 195.4897 164.5665 12.66250759406601
21784,COSMOS 2170,1991,Inactive,UNK,LEO,-1.0,0,114.06,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21784U 91077F   22110.85582398  .00000012  00000+0  61476-5 0  9991,2 21784  82.6080 154.4071 0003631 120.9162  53.0312 12.62530623402475
13595,INTELSAT 505,1982,Inactive,-,GEO,-1.0,0,1463.33,USA,INTELSAT,Unknown,Unknown,Unknown,1 13595U 82097A   22110.78219394 -.00000113  00000+0  00000+0 0  9992,2 13595  13.9823 342.0904 0022556  24.2595 327.2801  0.98406727113089
21789,COSMOS 2172,1991,Inactive,UNK,GEO,-1.0,0,1434.9,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 21789U 91079A   22110.94214800  .00000119  00000+0  00000+0 0  9996,2 21789  14.4121 351.9444 0006262  35.8501 196.0902  1.00362888116472
13600,COSMOS 1412,1982,Inactive,UNK,LEO,-1.0,0,103.88,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 13600U 82099A   22111.20779185 -.00000058  00000+0  27858-4 0  9991,2 13600  64.8167  14.5554 0043347 134.3275  29.2501 13.86235072989499
13603,COSMOS 1413 [GLONASS],1982,Inactive,-,MEO,-1.0,0,673.31,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 13603U 82100A   22110.53902032  .00000063  00000+0  00000+0 0  9991,2 13603  64.1529 119.7389 0006949  16.5654 159.1615  2.13867077308690
21796,COSMOS 2173,1991,Inactive,UNK,LEO,-1.0,0,104.69,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21796U 91081A   22110.57540712  .00000073  00000+0  60235-4 0  9990,2 21796  82.9590 214.9128 0047872 263.8460 107.5798 13.75540600525903
13606,COSMOS 1414 [GLONASS],1982,Inactive,-,MEO,-1.0,0,675.73,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 13606U 82100D   22110.50981896  .00000064  00000+0  00000+0 0  9997,2 13606  64.1235 123.6800 0075699  27.1218 151.1961  2.13103719307535
13607,COSMOS 1415 [GLONASS],1982,Inactive,-,MEO,-1.0,0,673.49,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 13607U 82100E   22108.15903247  .00000076  00000+0  00000+0 0  9993,2 13607  64.1339 119.7808 0003707  11.7553  75.9816  2.13810371308427
21798,DMSP 5D-2 F11 (USA 73),1991,Inactive,-,LEO,-1.0,0,101.64,USA,USA,Unknown,Unknown,Unknown,1 21798U 91082A   22110.84111935  .00000074  00000+0  59380-4 0  9994,2 21798  98.8487 138.5883 0012069 301.4872  58.5122 14.16706579570092
21803,EUTELSAT 2-F3,1991,Inactive,-,GEO,-1.0,0,1450.14,USA,EUTELSAT,Unknown,Unknown,Unknown,1 21803U 91083A   22110.55334078 -.00000324  00000+0  00000+0 0  9994,2 21803  14.3755  12.9385 0005463  43.3051 126.3253  0.99300184106488
21805,USA 75 (DSP 16),1991,Inactive,-,GEO,-1.0,0,1451.82,USA,USA,Unknown,Unknown,Unknown,1 21805U 91080B   22110.44081897 -.00000147  00000+0  00000+0 0  9992,2 21805  14.8119 356.7831 0010361  64.0334 129.4760  0.99189389 10642
13617,COSMOS 1417,1982,Inactive,UNK,LEO,-1.0,0,104.7,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 13617U 82102A   22111.07410266  .00000046  00000+0  32462-4 0  9994,2 13617  82.9647 300.5744 0034177 349.0168 130.7097 13.75398552982534
21813,TELECOM 2A,1991,Inactive,-,GEO,-1.0,0,1455.25,French Guiana,France,Unknown,Unknown,Unknown,1 21813U 91084A   22110.63433711 -.00000286  00000+0  00000+0 0  9996,2 21813  13.8380  17.3718 0004597  39.0280 158.8205  0.98953072109062
21814,INMARSAT 2-F3,1991,Inactive,-,GEO,-1.0,0,1499.04,French Guiana,INMARSAT,Unknown,Unknown,Unknown,1 21814U 91084B   22110.03243990 -.00000084  00000+0  00000+0 0  9995,2 21814  12.8825  22.4078 0020175  45.1096 202.7334  0.96061729108579
13624,GORIZONT 6,1982,Inactive,-,GEO,-1.0,0,1436.77,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 13624U 82103A   22110.78071123  .00000098  00000+0  00000+0 0  9990,2 13624  10.6116 314.8438 0002324 132.8652 238.0627  1.00230527105725
5435,EOLE 1 (CAS-A),1971,Inactive,UNK,LEO,-1.0,0,98.93,USA,France,Unknown,Unknown,Unknown,1 05435U 71071A   22110.88587221  .00000495  00000+0  14666-3 0  9993,2 05435  50.1413 320.4647 0109850  45.3700 315.6123 14.55561429654504
21819,INTERCOSMOS 25,1991,Inactive,UNK,LEO,-1.0,0,119.44,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21819U 91086A   22110.61597963  .00000923  00000+0  18949-3 0  9994,2 21819  82.5743  83.3835 1513081 279.2387  64.1196 12.05628801325267
21821,RADUGA 28,1991,Inactive,-,GEO,-1.0,0,1436.04,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 21821U 91087A   22110.80315875 -.00000381  00000+0  00000+0 0  9993,2 21821  14.4745 352.6264 0008293 103.2867 160.2261  1.00268364111098
13631,SATCOM C5,1982,Inactive,-,GEO,-1.0,0,1436.09,USA,USA,Unknown,Unknown,Unknown,1 13631U 82105A   22110.24161817 -.00000118  00000+0  00000+0 0  9995,2 13631  13.8080 343.8712 0009024  58.3681 148.5581  1.00272034111149
13636,DSCS 2-15,1982,Inactive,-,HEO,-1.0,0,1514.34,USA,USA,Unknown,Unknown,Unknown,1 13636U 82106A   22111.04899421 -.00000105  00000+0  00000+0 0  9995,2 13636  14.3358 336.9723 0004935 115.7761 235.4889  0.95089957 89780
13637,DSCS 3-1,1982,Inactive,-,GEO,-1.0,0,1471.99,USA,USA,Unknown,Unknown,Unknown,1 13637U 82106B   22110.48121139 -.00000169  00000+0  00000+0 0  9997,2 13637  14.1092 344.2056 0019605 143.2741  27.1402  0.97828718 50456
21833,STTW-5,1991,Inactive,-,MEO,-1.0,0,632.56,PRC,China,Unknown,Unknown,Unknown,1 21833U 91088A   22111.00039739 -.00000053  00000+0  00000+0 0  9998,2 21833  32.0220  73.2459 6573499   6.1551 358.8821  2.27644664324699
21835,MAGION 3,1991,Inactive,UNK,LEO,-1.0,0,118.85,Russia,Czech Republic,Unknown,Unknown,Unknown,1 21835U 91086E   22111.15425575  .00001605  00000+0  29538-3 0  9995,2 21835  82.5421  36.7604 1494436 153.1771 215.5260 12.11687325329039
13648,COSMOS 1420,1982,Inactive,UNK,LEO,-1.0,0,100.42,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 13648U 82109A   22110.66868809  .00000091  00000+0  41920-4 0  9998,2 13648  73.9931  89.3667 0020367 194.7380 165.3181 14.33923056 61867
13651,SBS 3,1982,Inactive,UNK,GEO,-1.0,0,1440.88,USA,USA,Unknown,Unknown,Unknown,1 13651U 82110B   22110.50023348 -.00000182  00000+0  00000+0 0  9999,2 13651  14.0919 345.7882 0012122  78.6302 126.5773  0.99941115 31366
13652,ANIK C3 (TELESAT 5),1982,Inactive,-,GEO,-1.0,0,1441.23,USA,Canada,Unknown,Unknown,Unknown,1 13652U 82110C   22110.91807980 -.00000167  00000+0  00000+0 0  9990,2 13652  14.0792 345.5871 0005981  71.8778 286.7611  0.99917381153283
21853,COSMOS 2177 [GLONASS],1992,Inactive,-,MEO,-1.0,0,675.73,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 21853U 92005A   22108.29488050  .00000077  00000+0  00000+0 0  9996,2 21853  64.1977 122.3913 0009215 202.4441 289.1068  2.13101559235146
21854,COSMOS 2178 [GLONASS],1992,Inactive,-,MEO,-1.0,0,675.72,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 21854U 92005B   22110.35795823  .00000065  00000+0  00000+0 0  9993,2 21854  64.2041 122.3649 0030776  23.3851 159.8420  2.13105935235166
21855,COSMOS 2179 [GLONASS],1992,Inactive,-,MEO,-1.0,0,675.73,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 21855U 92005C   22110.81115036  .00000064  00000+0  00000+0 0  9996,2 21855  64.2031 122.3611 0012498 244.4683 117.5800  2.13102650234999
13669,RADUGA 11,1982,Inactive,-,GEO,-1.0,0,1473.75,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 13669U 82113A   22110.71124387 -.00000112  00000+0  00000+0 0  9992,2 13669  12.1968 322.7436 0036617 251.3770  97.3446  0.97709156106698
38248,RISAT-1,2012,Inactive,-,LEO,1858.0,1,95.27,India,India,Military,Earth Observation,PSLV,1 38248U 12017A   22111.14553820  .00003149  00000+0  18958-3 0  9991,2 38248  97.5560 123.1647 0005892  95.8494 264.3408 15.11530381550180
5485,SHINSEI (MS-F2),1971,Inactive,-,LEO,-1.0,0,113.02,Japan,Japan,Unknown,Unknown,Unknown,1 05485U 71080A   22110.95141903  .00000013  00000+0 -21021-5 0  9991,2 05485  32.0516 191.9550 0640269  81.3769 285.8783 12.74148714355678
21873,USA 78,1992,Inactive,UNK,GEO,-1.0,0,1453.91,USA,USA,Unknown,Unknown,Unknown,1 21873U 92006A   22111.15608674 -.00000181  00000+0  00000+0 0  9991,2 21873  14.3311  13.8806 0006695   5.3962 182.5310  0.99039258 10144
21875,COSMOS 2180,1992,Inactive,UNK,LEO,-1.0,0,104.82,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21875U 92008A   22110.70991466  .00000050  00000+0  37947-4 0  9998,2 21875  82.9242 266.6860 0036533 236.5300 134.3510 13.73771728512321
21890,NAVSTAR 24 (USA 79),1992,Inactive,-,MEO,-1.0,0,750.67,USA,USA,Unknown,Unknown,Unknown,1 21890U 92009A   22110.49473021  .00000018  00000+0  00000+0 0  9993,2 21890  54.3083 221.3047 0043931  34.7747 327.5951  1.91829350216960
21893,SUPERBIRD-B1,1992,Inactive,-,GEO,-1.0,0,1453.69,French Guiana,Japan,Unknown,Unknown,Unknown,1 21893U 92010A   22110.85969135  .00000005  00000+0  00000+0 0  9990,2 21893  13.8148  17.2449 0018078  77.0690 145.0478  0.99051489109284
21894,INSAT-2DT (ARABSAT-1C),1992,Inactive,-,GEO,-1.0,0,1459.19,French Guiana,India,Unknown,Unknown,Unknown,1 21894U 92010B   22110.15508781 -.00000142  00000+0  00000+0 0  9993,2 21894  13.2089  22.2705 0022284 244.8602 294.4599  0.98683652109257
21902,COSMOS 2181,1992,Inactive,UNK,LEO,-1.0,0,104.93,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 21902U 92012A   22110.93408899  .00000052  00000+0  40246-4 0  9990,2 21902  82.9455 347.7488 0028055 339.5629  31.1567 13.72406326508063
21906,GALAXY 5 (G-5),1992,Inactive,-,GEO,-1.0,0,1450.31,USA,USA,Unknown,Unknown,Unknown,1 21906U 92013A   22110.37733932  .00000016  00000+0  00000+0 0  9991,2 21906  11.8833  28.6007 0020083  49.8737 158.4493  0.99284646 31161
13718,METEOR 2-9,1982,Inactive,UNK,LEO,-1.0,0,101.73,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 13718U 82116A   22110.51928735  .00000034  00000+0  10661-4 0  9998,2 13718  81.2528  38.4190 0053322 341.6613  18.2637 14.15506377 31495
21922,GORIZONT 25,1992,Inactive,-,GEO,-1.0,0,1442.22,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 21922U 92017A   22110.37375535  .00000088  00000+0  00000+0 0  9993,2 21922  14.5353 354.0142 0030520  76.2427 122.5933  0.99851033109773
13736,OPS 9845 (DMSP 5D-2 F6),1982,Inactive,-,LEO,-1.0,0,100.74,USA,USA,Unknown,Unknown,Unknown,1 13736U 82118A   22111.14801256  .00000118  00000+0  63479-4 0  9996,2 13736  98.5870 297.8814 0008695 102.8130 257.4024 14.29419400 48304
21930,NAVSTAR 25 (USA 80),1992,Inactive,-,MEO,-1.0,0,767.35,USA,USA,Unknown,Unknown,Unknown,1 21930U 92019A   22110.08487723 -.00000085  00000+0  00000+0 0  9993,2 21930  55.8592 357.7146 0030633 314.7953 227.7997  1.87659392212942
5547,COSMOS 444,1971,Inactive,UNK,LEO,-1.0,0,114.1,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 05547U 71086A   22110.91247730 -.00000003  00000+0  74992-4 0  9990,2 05547  74.0312 355.3315 0120143 184.6422 175.3532 12.62096318327469
5548,COSMOS 445,1971,Inactive,UNK,LEO,-1.0,0,114.45,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 05548U 71086B   22111.21746743 -.00000014  00000+0  12496-4 0  9996,2 05548  74.0284 177.0213 0102829  37.0374  18.4228 12.58189779320531
5549,COSMOS 446,1971,Inactive,UNK,LEO,-1.0,0,114.79,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 05549U 71086C   22110.80996265 -.00000007  00000+0  57177-4 0  9994,2 05549  74.0312 352.6089 0083970 239.5934 119.6801 12.54422971313366
5550,COSMOS 447,1971,Inactive,UNK,LEO,-1.0,0,115.15,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 05550U 71086D   22111.10580649 -.00000010  00000+0  38884-4 0  9993,2 05550  74.0277 169.0293 0065338  87.7256 288.0797 12.50587640306585
5551,COSMOS 448,1971,Inactive,UNK,LEO,-1.0,0,115.5,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 05551U 71086E   22110.92101918 -.00000016  00000+0  58220-7 0  9996,2 05551  74.0308 346.1818 0049329 299.5696  71.5896 12.46729607299240
5552,COSMOS 449,1971,Inactive,UNK,LEO,-1.0,0,116.25,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 05552U 71086F   22110.40753657 -.00000006  00000+0  73334-4 0  9992,2 05552  74.0309 351.0392 0036930  51.4927  59.6086 12.38702483284415
