SatCatId,ObjectName,LaunchYear,Status,StatusCode,OrbitClass,LaunchMass,UcsData,OrbitalPeriod,LaunchSiteCountry,Owner,UseType,Purpose,LaunchVehicleClass,TLE1,TLE2
41747,INTELSAT 36 (IS-36),2016,Active,+,GEO,3250.0,1,1436.09,French Guiana,INTELSAT,Commercial,Communications,Ariane,1 41747U 16053A   22110.82711128 -.00000028  00000+0  00000+0 0  9993,2 41747   0.0143 315.0648 0001251  41.0341 219.0472  1.00270979 20723
41748,INTELSAT 33E (IS-33E),2016,Active,+,GEO,6600.0,1,1436.11,French Guiana,INTELSAT,Commercial,Communications,Ariane,1 41748U 16053B   22111.17827343  .00000044  00000+0  00000+0 0  9997,2 41748   0.0313  21.8884 0001909  10.0370 301.4739  1.00269950 20993
41752,INSAT-3DR,2016,Active,+,GEO,2200.0,1,1436.08,India,India,Government,Earth Observation,GSLV,1 41752U 16054A   22111.11528000 -.00000082  00000+0  00000+0 0  9998,2 41752   0.1433  95.3757 0010481 186.3180  43.0111  1.00272998 20571
41770,PERUSAT 1,2016,Active,+,LEO,430.0,1,98.73,French Guiana,Peru,Government,Earth Observation,Vega,1 41770U 16058A   22111.08274784  .00000269  00000+0  67690-4 0  9994,2 41770  98.2094 185.2531 0001546  84.4345 275.7033 14.58542110297806
41771,SKYSAT-C4,2016,Active,+,LEO,110.0,1,93.38,French Guiana,USA,Commercial,Earth Observation,Vega,1 41771U 16058B   22110.75353240  .00011664  00000+0  27167-3 0  9998,2 41771  97.1236 177.6923 0001778 109.9840 250.1599 15.42419743312084
41772,SKYSAT-C5,2016,Active,+,LEO,110.0,1,94.37,French Guiana,USA,Commercial,Earth Observation,Vega,1 41772U 16058C   22111.21126011  .00005470  00000+0  21556-3 0  9999,2 41772  97.2702 176.3165 0001912  91.6814 268.4643 15.25988950311045
41773,SKYSAT-C2,2016,Active,+,LEO,110.0,1,93.38,French Guiana,USA,Commercial,Earth Observation,Vega,1 41773U 16058D   22110.45343220  .00010892  00000+0  26645-3 0  9996,2 41773  97.1245 177.8155 0008387  74.3208 285.8964 15.40920575312068
41774,SKYSAT-C3,2016,Active,+,LEO,110.0,1,93.37,French Guiana,USA,Commercial,Earth Observation,Vega,1 41774U 16058E   22111.18404022  .00013854  00000+0  31880-3 0  9994,2 41774  97.1236 178.4461 0001789 108.4446 251.6997 15.42742268312169
41784,PISAT,2016,Active,+,LEO,6.0,1,98.37,India,India,Government,Technology Development,PSLV,1 41784U 16059B   22110.86057714  .00000600  00000+0  12301-3 0  9994,2 41784  97.9225 156.4369 0031500 354.2760   5.8078 14.63828731297267
41785,ALSAT 1B,2016,Active,+,LEO,103.0,1,97.96,India,Algeria,Government,Earth Observation,PSLV,1 41785U 16059C   22111.11583367  .00000281  00000+0  54843-4 0  9995,2 41785  97.9161 157.0948 0011030  55.9841 304.2417 14.70012037297397
41786,ALSAT 2B,2016,Active,+,LEO,117.0,1,98.17,India,Algeria,Government,Earth Observation,PSLV,1 41786U 16059D   22111.15089308  .00000511  00000+0  99885-4 0  9997,2 41786  97.9736 175.7062 0001430 105.0477 255.0898 14.66824956297948
41787,PATHFINDER 1,2016,Active,+,LEO,44.0,1,98.36,India,USA,Commercial,Earth Observation,PSLV,1 41787U 16059E   22111.07664366  .00000458  00000+0  95709-4 0  9993,2 41787  97.9190 157.1402 0030461 350.7807   9.2836 14.63963437297347
41788,CANX-7,2016,Active,+,LEO,15.0,1,93.95,India,Canada,Civil/Government,Technology Development,PSLV,1 41788U 16059F   22109.85029961  .06729840  00000+0  33111-1 0  9998,2 41788  98.1943 237.1429 0033462 297.1132 184.6910 15.76952621299749
41790,SCATSAT 1,2016,Active,+,LEO,371.0,1,99.25,India,India,Government,Earth Observation,PSLV,1 41790U 16059H   22111.16294926  .00000184  00000+0  57920-4 0  9997,2 41790  98.3267 155.7093 0005785  32.5621 327.5929 14.50863144294763
41793,GSAT-18,2016,Active,+,GEO,3404.0,1,1436.08,French Guiana,India,Government,Communications,Ariane,1 41793U 16060A   22111.11528000 -.00000081  00000+0  00000+0 0  9999,2 41793   0.1153  96.7457 0002288 328.0546 259.8444  1.00270013 20307
41794,SKY MUSTER 2 (NBN1B),2016,Active,+,GEO,6405.0,1,1436.1,French Guiana,Australia,Commercial,Communications,Ariane,1 41794U 16060B   22110.84237446 -.00000248  00000+0  00000+0 0  9995,2 41794   0.0134 252.0416 0001709 142.4866 262.4348  1.00270649 20294
41836,HIMAWARI-9,2016,Active,+,GEO,3500.0,1,1436.1,Japan,Japan,Government,Earth Observation,H2A,1 41836U 16064A   22110.84158949 -.00000279  00000+0  00000+0 0  9990,2 41836   0.0163 151.7153 0000938 262.7052 238.2159  1.00271683 19964
41838,SHIJIAN-17 (SJ-17),2016,Active,+,GEO,3800.0,1,1436.05,PRC,China,Government,Technology Development,Long March,1 41838U 16065A   22110.93896904 -.00000366  00000+0  00000+0 0  9990,2 41838   1.8841  90.0819 0001823  13.9339 200.4789  1.00266552 19981
41841,XPNAV-1,2016,Active,+,LEO,240.0,1,94.45,PRC,China,Government,Technology Development,Long March,1 41841U 16066A   22111.10858889  .00004585  00000+0  18755-3 0  9991,2 41841  97.4110 119.5732 0015635 137.2324 265.2709 15.24728810302499
41842,XIAOXIANG 1,2016,Active,+,LEO,-1.0,0,94.31,PRC,China,Unknown,Unknown,Unknown,1 41842U 16066B   22111.09745721  .00007225  00000+0  27421-3 0  9994,2 41842  97.4003 121.7807 0015132 132.0500 262.3408 15.27036790302700
41843,PINA 2A,2016,Active,+,LEO,-1.0,0,93.66,PRC,China,Unknown,Unknown,Unknown,1 41843U 16066C   22111.08684597  .00017338  00000+0  44453-3 0  9997,2 41843  97.4039 124.6413 0052643 155.1608 291.4877 15.37971975302862
41844,PINA 2B,2016,Active,+,LEO,-1.0,0,94.21,PRC,China,Unknown,Unknown,Unknown,1 41844U 16066D   22111.11825889  .00012174  00000+0  43539-3 0  9990,2 41844  97.3928 123.4353 0015474 126.6327 306.8708 15.28833685302848
41845,LISHUI 1-01,2016,Active,+,LEO,-1.0,0,98.02,PRC,China,Unknown,Unknown,Unknown,1 41845U 16066E   22111.16390816  .00010197  00000+0  11373-2 0  9996,2 41845  98.7288 237.9988 0233360 248.0491 109.5738 14.69456646288403
41847,CAS-2T & KS-1Q,2016,Active,P,LEO,-1.0,0,100.11,PRC,China,Unknown,Unknown,Unknown,1 41847U 16066G   22111.16940019  .00000854  00000+0  13757-3 0  9992,2 41847  98.5556 175.8860 0364543  21.3832 340.2152 14.38500053286117
41849,RAVAN,2016,Active,+,LEO,5.0,1,95.99,USA,USA,Government,Technology Development,Atlas,1 41849U 16067B   22110.62932653  .00004272  00000+0  34550-3 0  9992,2 41849  97.9930 245.9783 0015747 163.5862 196.5873 15.00251822297326
41850,CELTEE 1,2016,Active,+,LEO,3.0,1,96.12,USA,USA,Military,Technology Development,Atlas,1 41850U 16067C   22110.61315332  .00002294  00000+0  19868-3 0  9999,2 41850  97.9873 241.2405 0008752 166.4495 193.6963 14.98150093297092
41851,OPTICUBE 04,2016,Active,+,LEO,-1.0,0,96.16,USA,USA,Unknown,Unknown,Unknown,1 41851U 16067D   22110.63613705  .00002221  00000+0  19533-3 0  9996,2 41851  97.9863 240.3863 0009368 164.0840 196.0677 14.97577548297054
41852,AEROCUBE 8D,2016,Active,+,LEO,2.0,1,96.13,USA,USA,Commercial,Technology Development,Atlas,1 41852U 16067E   22110.59807247  .00002235  00000+0  19435-3 0  9994,2 41852  97.9863 240.3120 0009372 165.8624 194.2861 14.98012124297033
41853,AEROCUBE 8C,2016,Active,+,LEO,5.0,1,96.14,USA,USA,Commercial,Technology Development,Atlas,1 41853U 16067F   22110.64486027  .00003828  00000+0  32927-3 0  9990,2 41853  97.9859 240.1889 0010302 163.7673 196.3881 14.97982997297033
41854,PROMETHEUS 2-1,2016,Active,+,LEO,1.0,1,96.08,USA,USA,Military,Technology Development,Atlas,1 41854U 16067G   22110.58767580  .00005134  00000+0  42910-3 0  9995,2 41854  97.9889 241.0926 0010181 159.6487 200.5143 14.98932899297071
41855,PROMETHEUS 2-3,2016,Active,+,LEO,1.0,1,96.08,USA,USA,Military,Technology Development,Minotaur,1 41855U 16067H   22110.64799983  .00005923  00000+0  49390-3 0  9990,2 41855  97.9880 241.2266 0010806 159.3870 200.7790 14.98951602297083
41857,YUNHAI 1,2016,Active,+,LEO,-1.0,1,100.52,PRC,China,Government,Earth Observation,Long March,1 41857U 16068A   22111.12055409  .00000292  00000+0  12361-3 0  9997,2 41857  98.5844 113.8304 0016455 154.1390 206.0621 14.32624155284429
41859,GSAT0207 (GALILEO 15),2016,Active,+,MEO,723.0,1,844.71,French Guiana,ESA,Commercial,Navigation/Global Positioning,Ariane,1 41859U 16069A   22109.49533398  .00000063  00000+0  00000+0 0  9994,2 41859  54.7952 143.2176 0005505 289.4989  70.5165  1.70473350 33492
41860,GSAT0212 (GALILEO 16),2016,Active,+,MEO,723.0,1,844.71,French Guiana,ESA,Commercial,Navigation/Global Positioning,Ariane,1 41860U 16069B   22110.52189648  .00000056  00000+0  00000+0 0  9999,2 41860  54.7932 143.1866 0003999 305.5967  54.4334  1.70473362 33760
41861,GSAT0213 (GALILEO 17),2016,Active,+,MEO,723.0,1,844.7,French Guiana,ESA,Commercial,Navigation/Global Positioning,Ariane,1 41861U 16069C   22110.30077334  .00000058  00000+0  00000+0 0  9996,2 41861  54.7955 143.1979 0005323 271.9035  88.1044  1.70473470 33757
41862,GSAT0214 (GALILEO 18),2016,Active,+,MEO,723.0,1,844.7,French Guiana,ESA,Commercial,Navigation/Global Positioning,Ariane,1 41862U 16069D   22109.27468856  .00000065  00000+0  00000+0 0  9992,2 41862  54.7935 143.2209 0004371 274.6691  85.3577  1.70473488 33730
41866,GOES 16,2016,Active,+,GEO,5192.0,1,1436.09,USA,USA,Government,Earth Observation,Atlas,1 41866U 16071A   22111.12264256 -.00000253  00000+0  00000+0 0  9994,2 41866   0.0500 280.3386 0001129 153.7060 104.0543  1.00270720 19889
41869,TIANLIAN 1-04,2016,Active,+,GEO,2200.0,1,1436.07,PRC,China,Government,Communications,Long March,1 41869U 16072A   22110.84874138  .00000027  00000+0  00000+0 0  9990,2 41869   0.0769 274.5551 0024062 197.6594 219.1022  1.00268133 20100
41871,LEMUR-2-XIAOQING,2016,Active,+,LEO,4.0,1,93.87,USA,USA,Commercial,Earth Observation,Antares,1 41871U 16062C   22110.74688903  .00025806  00000+0  76404-3 0  9991,2 41871  51.6359 272.1741 0003571 106.6104 253.5271 15.34701466301084
41872,LEMUR-2-SOKOLSKY,2016,Active,+,LEO,4.0,1,93.87,USA,USA,Commercial,Earth Observation,Antares,1 41872U 16062D   22110.58384664  .00022993  00000+0  68475-3 0  9994,2 41872  51.6799 282.4057 0002976 213.3348 146.7448 15.34586936301027
41873,LEMUR-2-ANUBHAVTHAKUR,2016,Active,+,LEO,4.0,1,94.33,USA,USA,Commercial,Earth Observation,Antares,1 41873U 16062E   22110.84558072  .00008659  00000+0  33700-3 0  9996,2 41873  51.6804 316.1589 0008253  80.1796 280.0115 15.26758658300532
41874,LEMUR-2-WINGO,2016,Active,+,LEO,4.0,1,93.92,USA,USA,Commercial,Earth Observation,Antares,1 41874U 16062F   22110.73977225  .00024150  00000+0  73687-3 0  9992,2 41874  51.6502 281.7160 0009018  10.1211 349.9951 15.33757498300964
41875,GOKTURK 1A,2016,Active,+,LEO,1060.0,1,98.44,French Guiana,Turkey,Military,Earth Observation,Vega,1 41875U 16073A   22111.02140007  .00000325  00000+0  72877-4 0  9997,2 41875  98.1387   6.7513 0001435  82.2134 277.9234 14.62789859286883
41877,RESOURCESAT-2A,2016,Active,+,LEO,1235.0,1,101.29,India,India,Government,Earth Observation,PSLV,1 41877U 16074A   22111.23374459  .00000051  00000+0  43357-4 0  9990,2 41877  98.7193 187.1674 0002480 119.5916 240.5526 14.21620784278631
41879,WGS F8 (USA 272),2016,Active,+,GEO,5990.0,1,1436.1,USA,USA,Military,Communications,Delta,1 41879U 16075A   22110.84333385 -.00000206  00000+0  00000+0 0  9998,2 41879   0.0109 231.4959 0000195 163.0009 267.7943  1.00271492 19608
41882,FENGYUN 4A,2016,Active,+,GEO,5300.0,1,1436.1,PRC,China,Government,Earth Observation,Long March,1 41882U 16077A   22110.76256984 -.00000332  00000+0  00000+0 0  9994,2 41882   0.1753 286.0309 0005439 195.9777 105.8164  1.00265368 19753
41884,CYGFM05,2016,Active,+,LEO,29.0,1,95.0,Eastern Range Airspace,USA,Government,Earth Observation,Pegasus,1 41884U 16078A   22110.62736916  .00003423  00000+0  17551-3 0  9996,2 41884  34.9554 201.8855 0015783 292.1598  67.7439 15.15956633296003
41885,CYGFM04,2016,Active,+,LEO,29.0,1,94.96,Eastern Range Airspace,USA,Government,Earth Observation,Pegasus,1 41885U 16078B   22110.89697856  .00003129  00000+0  15828-3 0  9993,2 41885  34.9484 189.7596 0014090 309.7860  50.1611 15.16478250296080
41886,CYGFM02,2016,Active,+,LEO,29.0,1,94.96,Eastern Range Airspace,USA,Government,Earth Observation,Pegasus,1 41886U 16078C   22110.62571451  .00003314  00000+0  16745-3 0  9992,2 41886  34.9577 193.6360 0014842 301.8994  58.0274 15.16496609296128
41887,CYGFM01,2016,Active,+,LEO,29.0,1,95.01,Eastern Range Airspace,USA,Government,Earth Observation,Pegasus,1 41887U 16078D   22110.55548223  .00003249  00000+0  16770-3 0  9991,2 41887  34.9522 204.6232 0016264 291.0456  68.8516 15.15729103295947
41888,CYGFM08,2016,Active,+,LEO,29.0,1,94.98,Eastern Range Airspace,USA,Government,Earth Observation,Pegasus,1 41888U 16078E   22110.95255530  .00003422  00000+0  17432-3 0  9991,2 41888  34.9490 195.0679 0015292 305.1652  54.7626 15.16192770296161
41889,CYGFM06,2016,Active,+,LEO,29.0,1,94.96,Eastern Range Airspace,USA,Government,Earth Observation,Pegasus,1 41889U 16078F   22110.93569061  .00003507  00000+0  17705-3 0  9994,2 41889  34.9571 190.3958 0013815 304.3928  55.5478 15.16511873296248
41890,CYGFM07,2016,Active,+,LEO,29.0,1,94.96,Eastern Range Airspace,USA,Government,Earth Observation,Pegasus,1 41890U 16078G   22110.91772280  .00003404  00000+0  17218-3 0  9998,2 41890  34.9508 189.3378 0013596 308.6156  51.3338 15.16464986296241
41891,CYGFM03,2016,Active,+,LEO,29.0,1,94.96,Eastern Range Airspace,USA,Government,Earth Observation,Pegasus,1 41891U 16078H   22110.52108216  .00003280  00000+0  16601-3 0  9995,2 41891  34.9541 192.2627 0013171 303.1281  56.8167 15.16456099296029
41893,ECHOSTAR 19,2016,Active,+,GEO,6764.0,1,1436.11,USA,USA,Commercial,Communications,Atlas,1 41893U 16079A   22111.08117769 -.00000143  00000+0  00000+0 0  9991,2 41893   0.0133 180.9205 0001879 214.3444 105.9897  1.00271725 19516
41896,ARASE (ERG),2016,Active,+,MEO,350.0,1,566.78,Japan,Japan,Government,Space Science,Epsilon,1 41896U 16080A   22110.85175975  .00001626  00000+0  21873-2 0  9993,2 41896  31.4879 248.7544 7028394 204.7673  91.5729  2.54104073 49415
41898,TANSAT,2016,Active,+,LEO,620.0,1,98.83,PRC,China,Government,Earth Observation,Long March,1 41898U 16081A   22111.13234686  .00000499  00000+0  12106-3 0  9990,2 41898  98.3664  62.9189 0020605 321.0358  38.9355 14.57080060283353
41899,YIJIAN,2016,Active,+,LEO,50.0,1,98.85,PRC,China,Government,Earth Observation,Long March,1 41899U 16081B   22111.17485392  .00000533  00000+0  12954-3 0  9997,2 41899  98.3582  61.3792 0021465 321.8296  38.1380 14.56728244283307
41900,SPARK 1,2016,Active,+,LEO,50.0,1,98.92,PRC,China,Government,Earth Observation,Long March,1 41900U 16081C   22110.63833322  .00000563  00000+0  13899-3 0  9992,2 41900  98.3605  58.9014 0025013 326.7473  33.2157 14.55764646283043
41901,SPARK 2,2016,Active,+,LEO,50.0,1,98.94,PRC,China,Government,Earth Observation,Long March,1 41901U 16081D   22110.67191976  .00000421  00000+0  10750-3 0  9995,2 41901  98.3544  56.9134 0026211 327.2601  32.6970 14.55408401282989
41903,JCSAT-110A (JCSAT-15),2016,Active,+,GEO,3400.0,1,1436.09,French Guiana,Japan,Commercial,Communications,Ariane,1 41903U 16082A   22110.97644862 -.00000355  00000+0  00000+0 0  9998,2 41903   0.0088 227.6138 0000892 174.9071 268.0985  1.00271068 19555
41904,STAR ONE D1,2016,Active,+,GEO,6433.0,1,1436.11,French Guiana,Brazil,Commercial,Communications,Ariane,1 41904U 16082B   22111.12240625 -.00000215  00000+0  00000+0 0  9991,2 41904   0.0162 145.2172 0001317 241.4197 142.5780  1.00269499 19569
41907,SUPERVIEW-1 01,2016,Active,+,LEO,560.0,1,94.95,PRC,China,Commercial,Earth Observation,Long March,1 41907U 16083A   22111.19831519  .00005229  00000+0  26910-3 0  9991,2 41907  97.4819 198.7428 0016850  67.5717  15.9972 15.16737090293661
41908,SUPERVIEW-1 02,2016,Active,+,LEO,560.0,1,94.94,PRC,China,Commercial,Earth Observation,Long March,1 41908U 16083B   22111.18048743  .00005182  00000+0  26649-3 0  9997,2 41908  97.3742 181.1590 0015105  63.2073  21.1542 15.16783730293666
41911,TJS-2,2017,Active,+,GEO,-1.0,1,1436.06,PRC,China,Government,Technology Development,Long March,1 41911U 17001A   22110.93376450 -.00000010  00000+0  00000+0 0  9998,2 41911   0.2232  86.8788 0004409  76.6062  88.1604  1.00269293 19500
41913,XINGYUN SHIYAN-1,2017,Active,+,LEO,2.0,1,95.05,PRC,China,Government,Technology Development,Kuaizhou,1 41913U 17002A   22111.12215527  .00009010  00000+0  48080-3 0  9992,2 41913  97.3036 160.5893 0013399 103.6242 342.0172 15.15286087291221
41914,JILIN-1-03,2017,Active,+,LEO,400.0,1,95.31,PRC,China,Commercial,Earth Observation,Kuaizhou,1 41914U 17002B   22111.13331757  .00002603  00000+0  15963-3 0  9993,2 41914  97.2976 154.9756 0013141 117.6970 326.7957 15.10904727290915
41915,KAIDUN 1,2017,Active,+,LEO,-1.0,0,95.16,PRC,China,Unknown,Unknown,Unknown,1 41915U 17002C   22111.16507688  .00003736  00000+0  21272-3 0  9993,2 41915  97.3012 160.2592 0011229 114.0865 330.5626 15.13358371291227
41917,IRIDIUM 106,2017,Active,+,LEO,860.0,1,100.4,USA,USA,Commercial/Government,Communications,Falcon,1 41917U 17003A   22110.93254341  .00000228  00000+0  74489-4 0  9997,2 41917  86.4018   2.9795 0001897  91.0115 269.1298 14.34216945275599
41918,IRIDIUM 103,2017,Active,+,LEO,860.0,1,100.4,USA,USA,Commercial/Government,Communications,Falcon,1 41918U 17003B   22111.19890476  .00000213  00000+0  69062-4 0  9997,2 41918  86.4017   2.7731 0002056  76.9238 283.2187 14.34212882275661
41919,IRIDIUM 109,2017,Active,+,LEO,860.0,1,100.4,USA,USA,Commercial/Government,Communications,Falcon,1 41919U 17003C   22111.20524570  .00000223  00000+0  72529-4 0  9992,2 41919  86.4021   2.8047 0002165  81.3358 278.8083 14.34212781275643
41920,IRIDIUM 102,2017,Active,+,LEO,860.0,1,100.4,USA,USA,Commercial/Government,Communications,Falcon,1 41920U 17003D   22110.82470382  .00000232  00000+0  75816-4 0  9994,2 41920  86.4017   2.9195 0002409  82.3995 277.7474 14.34215575275651
41921,IRIDIUM 105,2017,Active,+,LEO,860.0,1,100.4,USA,USA,Commercial/Government,Communications,Falcon,1 41921U 17003E   22110.86504358  .00000209  00000+0  67469-4 0  9999,2 41921  86.3967 331.3246 0001602  89.4083 270.7296 14.34233469277515
41922,IRIDIUM 104,2017,Active,+,LEO,860.0,1,100.4,USA,USA,Commercial/Government,Communications,Falcon,1 41922U 17003F   22110.41877475  .00000228  00000+0  74492-4 0  9999,2 41922  86.4018   3.1086 0001840  86.3366 273.8041 14.34218260275583
41923,IRIDIUM 114,2017,Active,+,LEO,860.0,1,100.4,USA,USA,Commercial/Government,Communications,Falcon,1 41923U 17003G   22111.19256046  .00000217  00000+0  70585-4 0  9998,2 41923  86.4021   2.7734 0002360  91.2150 268.9316 14.34212788275698
41924,IRIDIUM 108,2017,Active,+,LEO,860.0,1,100.4,USA,USA,Commercial/Government,Communications,Falcon,1 41924U 17003H   22111.15108385  .00000216  00000+0  70058-4 0  9991,2 41924  86.3961 331.1818 0001932  93.1015 267.0402 14.34214481277542
41925,IRIDIUM 112,2017,Active,+,LEO,860.0,1,100.4,USA,USA,Commercial/Government,Communications,Falcon,1 41925U 17003J   22110.97057426  .00000207  00000+0  66755-4 0  9999,2 41925  86.4014   2.7796 0002399  87.2197 272.9273 14.34220140275696
41926,IRIDIUM 111,2017,Active,+,LEO,860.0,1,100.4,USA,USA,Commercial/Government,Communications,Falcon,1 41926U 17003K   22111.09742885  .00000223  00000+0  72693-4 0  9990,2 41926  86.4015   2.7642 0002011  77.4860 282.6561 14.34216791275737
41937,SBIRS GEO-4 (USA 273),2017,Active,+,GEO,4500.0,1,1436.07,USA,USA,Military,Earth Observation,Atlas,1 41937U 17004A   22111.18293097  .00000123  00000+0  00000+0 0  9996,2 41937   2.4437 316.9824 0001965  85.9098  72.7972  1.00273160 19373
41942,HISPASAT 36W-1,2017,Active,+,GEO,3220.0,1,1436.1,French Guiana,Spain,Commercial,Communications,Soyuz,1 41942U 17006A   22111.15882698 -.00000249  00000+0  00000+0 0  9992,2 41942   0.0011 348.0041 0001002  34.8851 207.5049  1.00270532 19306
41944,TELKOM 3S,2017,Active,+,GEO,3550.0,1,1436.16,French Guiana,Indonesia,Commercial,Communications,Ariane,1 41944U 17007A   22110.83696692 -.00000366  00000+0  00000+0 0  9996,2 41944   0.0126 231.4428 0002454 170.3038 226.4500  1.00267658 18917
41945,INTELSAT 32E (IS-32E),2017,Active,+,GEO,6000.0,1,1436.12,French Guiana,INTELSAT,Commercial,Communications,Ariane,1 41945U 17007B   22110.85604913 -.00000273  00000+0  00000+0 0  9991,2 41945   0.0104 196.8750 0000249 238.6137  38.4135  1.00269299 19014
41948,CARTOSAT-2D,2017,Active,+,LEO,714.0,1,94.79,India,India,Government,Earth Observation,PSLV,1 41948U 17008A   22110.79580003  .00001321  00000+0  66075-4 0  9994,2 41948  97.4684 171.1013 0006755 160.4838 199.6680 15.19154724287042
41949,INS-1A,2017,Active,+,LEO,8.4,1,94.15,India,India,Government,Earth Observation,PSLV,1 41949U 17008B   22110.90516644  .00014029  00000+0  48582-3 0  9999,2 41949  97.2633 172.0345 0009576  84.9276 275.3057 15.29918756287991
41954,INS-1B,2017,Active,+,LEO,8.0,1,94.15,India,India,Government,Earth Observation,PSLV,1 41954U 17008G   22111.10997292  .00013864  00000+0  48141-3 0  9997,2 41954  97.2627 172.2289 0009447  85.5706 274.6614 15.29834004287973
